7B1B8E6E	Jonathan J Cadiz
0C929784	Greg J Regnier
7DDD6D45	Kamal Nigam
7E144DA3	Tiziano Villa
848BA3FF	Sorin Lerner
7E80C4FF	Neil Spring
75E78B1C	Harm Peter Hofstee
4F1A5614	Steve Cronentownsend
7A30F0C3	Peter Cheeseman
7F3F7105	Miguel A Rodriguez
159B9D56	Bill N Schilit
81F713A8	Rolf Blom
772BB923	Paul Over
8318005D	Christoph Scheurich
86399701	C K Chow
7CD038DD	Marco Gori
796A001E	David Apfelbaum
7F053948	Jong Soo Park
0B64E447	Nicholas Kushmerick
7D3E3AB6	Gerard Salton
85144BB1	Saul Greenberg
7D9D29AC	John Seely Brown
13D89966	Andrea Vedaldi
7D57D5C3	David J Love
81638907	David M Nicol
8394785F	Vinaychandra Shankarkumar
8477B087	Andrey Balmin
7D7D1CB5	John Burgess
7C9A3FE1	Geoffrey Zweig
767860DC	Diego Calvanese
2493BB28	Kathleen Mckeown
84EE0BD2	Frederic Vincent
77B7FD27	Marek Rusinkiewicz
801F7C9A	H T Nguyen
13A0EB0A	Haim J Wolfson
09881E20	Bart Kosko
7ED20B3B	Geri Gay
78BC75A4	Hugo Krawczyk
11880E3B	Rina Dechter
84AE369C	Namit Jain
7D1EE74D	Stephen Mclaughlin
79304DB5	Victor Zyuban
7DD5BAB6	Joel Saltz
7B52EF58	Yatin Chawathe
8148E2AE	Pei Cao
80D0821D	Randall D Beer
7CAA746A	C Andrew Neff
09046027	Neil R Smalheiser
7F56F6DF	Michael P Perrone
7B85435A	Katrina Ligett
854CA0C6	Bernard Manderick
7D700486	Bradford M Beckmann
84838BEB	Mark B Mineevweinstein
7FC0C39B	Keith Mitchell
788CDDB6	Atul Adya
7AE97CC2	Jianning Mai
03A71714	Christian Grothoff
80EE57E7	S S Keerthi
02AA16A0	Benessa Defend
80B9905B	Christian S Jensen
8351EA80	Raphail E Krichevsky
793DFB78	Michael Sintek
7D8B45C8	Robert Morris
794FD5A2	Weimin Shen
7AC4B621	Scott Rixner
7AA52464	Markus Jakobsson
7DEFD965	John H Holland
10581092	Alyssa B Apsel
0726CB05	Mihir Bellare
83051545	Danny Raz
844B9EC6	Lance Doherty
7E68E61B	Jeremy Elson
74033E03	John P Devale
7DBE1415	Cha Zhang
80192B28	Bill Ramsey
7B660E3E	Mikael Degermark
7E49B0D1	Rebecca Isaacs
2867AAB6	Kobbi Nissim
7ADCD859	Barbara J Grosz
84AFA658	Boykov
85B7A60D	Claudio Pinhanez
7D5B00C1	Joel Emer
7E9CAB3B	Siltnb Micali
0B166F93	Hakim Weatherspoon
82AC33B4	Yuichiro Iwata
7D4657DB	Daryl T Lawton
7F4266BC	Atsushi Fujioka
8033D79B	Vijayalakshmi Srinivasan
250F4D33	Karlis Cerans
7EF98F64	Timothy Sherwood
7C58081C	Jeanpierre Jouannaud
105B9583	Stuart F Oberman
77424F90	Claude Crepeau
800F58E2	John W C Fu
7EEB746D	Luca De Alfaro
0515BE00	Richard A Demillo
7EA9E37B	Steven Minton
79726A81	William J Dally
783361E9	Leonardo Mariani
01059927	Claudio Schifanella
7D6A9F16	W E Baker
7471F9AF	Aman Kansal
756E041D	A W Rihaczek
7B10FE79	Georges Winkenbach
7831077B	J W Klop
828A8DCA	S Muthukrishnan
28BB7B2F	Fahiem Bacchus
7D46DD15	Keith L Clark
7A0E2EA5	Kenneth Zeger
0C6B8E45	Evaggelia Pitoura
5E380E91	Daniel Weinland
7097B987	Herbert A Simon
81193B23	Qingda Lu
2D362E93	H Chen
10BD30F7	Imrich Chlamtac
7D90BAC0	Fred B Schneider
8061F427	Martin Casado
0BB2A17B	Jens Grossklags
0D54077C	Emin Gun Sirer
7D323C65	Jaime G Carbonell
8091D06A	Anna C Gilbert
806C31A8	David A Bell
7D875492	Richard M Stallman
7EF8298A	Joohyung Lee
7CFF396E	Alan F Blackwell
851A2365	Christian Schindelhauer
83FD0C04	Christopher Olston
7AD099D0	Alexandre Alahi
84D15A32	Pierre A Humblet
80A28B31	Michael Mattsson
78B4AFE7	Nizar Habash
757DEE09	William Aiello
74B94242	Walker Royce
80B2E399	T Goblick
85FD93EF	Richard Dearden
80CF32CA	Vipin Kumar
7A284EA3	Noam Chomsky
854F73F9	Colin Humphries
847CD405	Dwight Tuinstra
7E3DC349	Ragunathan Rajkumar
7C6D8808	Sean Omalley
852CBE56	Mitsutoshi Hatori
80DDE5C9	Chengzheng Sun
86213761	Jeonghoon Mo
48254B58	Marios Skounakis
829A28B7	M D Davis
7F574AC1	Terry L Jones
81B11970	Tohru Kohda
7F39DB69	Thomas K Philips
06DBA2A9	Rachid Guerraoui
2AE0BF5C	Letizia Tanca
7F7CEEDC	Philippe Smets
7FB4E718	Yosi Mass
81364FFD	Dieter Pfoser
77BEB209	Alan Walendowski
78BF5E85	Jennifer Weinmann
5E43EC7F	Murali Annavaram
7BACA0A0	Deborah Estrin
76C2BE0D	Benjamin C Hertzberg
7C77FC8C	Blaise Gassend
29752D3A	Ronald L Rivest
7EF2C8F7	Xiaohai Yang
23DC546D	Jessica K Hodgins
79734997	Franz Baader
7AA7C8E9	Ahmed K Elmagarmid
2A0FC38B	Charles Elkan
83265E9A	Srinivasan Murali
7BBCB2C9	Paul Dagum
80CAE529	N A Smith
50FB0903	Frank Vahid
7EA8BF51	Lang Tong
7D6C5128	Steve Harrison
7B6ABF57	Dale Skeen
0F6DF0BD	Peter
7E9D0E50	Katalin Marton
80065F98	Gary J Hill
271AC68F	Robert M Fano
7DDD3570	Helen G Cobb
7CDFB645	Alan R Kay
849A03DF	Ren
77CFADBA	Daniel Halperin
7FCB5BB6	Michael J Freedman
7DBB8439	Liqun Chen
10692868	Josep Domingoferrer
7F92F454	Ji Zhu
1119F3E8	Javier R Movellan
7D53BE35	Randall S Davis
78731FF5	Nambi Seshadri
1018B97A	Alan S Willsky
7F7D618F	Melissa Chase
782C3640	Martin Hasler
84BFCBA4	Xianggen Xia
7F59EBAC	Youtao Zhang
7F63D0DA	Owen Cooper
83B98C33	Louis A Liporace
7DDB89CC	Qian Wang
7DF1801F	Nicholas R Jennings
0F7AA4EA	Alexandros Ntoulas
85842AEB	Elias Koutsoupias
294FE23A	K E Schoman
862EC9B0	Abelardo Pardo
7F8FE8D3	Hu Imm Lee
7F5276D4	Craig Gentry
128A1E1D	Mohammad R Kolahdouzan
7EDFE259	E L Lindholm
7F74C22F	Min Zhu
7B4CB9F1	Anne H Ngu
7FF2B881	Seth A Myers
7F75CF5C	Rakesh Agrawal
838CA8EA	Amr Sabry
753482A9	Christopher Donawa
805B52A1	A C M Fong
0CADDE62	Volker Strumpen
7ECDD966	Jianying Zhou
7A0D0DB9	M Kirk Mckusick
8151C72A	Stanley F Chen
80E22BA7	Andrew Mccallum
8553002F	Y K Ng
794A4CBC	Rajeev Motwani
7F2EE758	Daniel S Bernstein
7D902138	Phillip Rogaway
7D5455A7	David E Goldberg
7FFDDB95	Daniel A Keim
75850CD4	David Kroft
8130855B	Jaehwan Chang
801679F4	Thomas Y C Woo
80EABAAE	George Wilson
8540CBB6	Charles Aldrich
8173ECDE	Sonia Fahmy
80342145	Leemon C Baird
8522B3C5	Yannis Manolopoulos
80A0A7C8	Jie Tang
8138405A	Guirong Xue
7DDBCE0F	Shan Lu
800E76D9	Xiangchu Feng
7EECE471	Stephen Robertson
7F4206BB	Julian Hsu
69436AB9	Aditya Ganjam
85000BEA	L Douglas Baker
85F65248	Ben Liang
7E65174D	Michael J Neely
761ED33D	Zheng Shao
282A160E	Michael Beigl
7BB0067A	S Mcfarling
764EFD1C	Kristof Van Laerhoven
803B659D	Amr Ahmed
8494D64F	Fusheng Wang
7735DC22	Thilo Kielmann
7E8EC599	Atsushi Sato
7E181101	Piyush Mehrotra
7F055EC0	Phillip A Porras
794FD10D	Schahram Dustdar
7F130834	Ronald P Doyle
7F11BD05	Milica Stojanovic
296B659F	David Aumueller
80985171	Brian Neil Levine
0D55B3AD	Elie Krevat
7D8E7880	Rajeev Rao
80A288FC	Geoff Holmes
276912C1	Johan De Kleer
18C700BD	F W Mcfarlan
7DFB5D7D	Kunyung Chang
7BE8914B	Tim Kraska
277CEB3E	Berk Sunar
80F655F2	Morten N Nielsen
0D9FE97E	Nancy S Pollard
2292E9C4	Ronny Lempel
782BCD47	Stephen Blott
75FCDF60	Radhika Niranjan Mysore
6DC4E18D	Sarang Dharmapurikar
468BA1A6	Wenmei W Hwu
7BE79D99	Kenneth L Mcmillan
08B6207D	Bhuvan Urgaonkar
80004BFB	J G Dai
097C5971	Klara Nahrstedt
81BD22D7	Li Wei
850B3418	Lindeberg
77112B6C	Philip R Thrift
7CF51C41	Liping Jing
5D007AB1	E P Pighin
5B3A4348	Jan Scheffczyk
807F21F7	Rachna Dhamija
7788E60C	Jeremy Z Kolter
7EC1F213	S Viswanathan
133FFEF0	Eddy Boxerman
1E0967A4	John Zahorjan
0972D689	Selcuk Baktir
7EE20EB0	Tom Leighton
7D6E362D	Mandar Mitra
801194E0	Donald H Foley
129B1849	Orna Kupferman
7879BCA6	Dariu M Gavrila
7F3DE3E5	G Edward Suh
7FD10B5B	Dale Miller
7FD716F6	Jesse Davis
7EF3D548	B Davidson
8205EC12	A S Silva
853E35A5	Craig Gotsman
7E9F8EF4	Shun Yan Cheung
801DC5AC	Jeremy Condit
19C2E09C	B R Badrinath
140EF3E8	Jones
7E969C3B	Umesh Shankar
813F8FD5	Kai Petersen
7E8FA339	Mary Jane Irwin
7E38E434	Pascal Paillier
7D2B8061	Jing Jiang
808985CF	Michael Cohen
13AB7AD0	Fredrik Valeur
1496E2BC	Catriel Beeri
7572D13D	Richard Szeliski
77015684	Tim Van Kasteren
7F7F0460	Peter Lee
8174F843	Daji Qiao
837718D8	Richard C Singleton
7812762B	Abraham Yaar
845076E6	Mustaque Ahamad
7DED264E	Enhua Tan
7FA2CCFE	Avi Steiner
7CF29606	Mari Kobayashi
7550C5C8	Didier Dubois
8028804F	Jacob R Lorch
593E6E47	Brian M Oki
847BC27F	Lichun Bao
79FC7641	Eduard Hovy
802E9C90	Tushar Deepak Chandra
782B50DF	Vijay Sundaresan
7CEB80E5	Qingxiong Yang
7E590C88	Sunil Prabhakar
7F672E0C	Adrian Petcu
026F876F	Todd C Mowry
740B6E78	Hang Su
015D47FF	George Danezis
7EAF9DF7	Biswanath Mukherjee
81E4DF61	Sayan Mukherjee
7D20CAAA	Joseph Weber
423946E8	Koray Kavukcuoglu
81CD53F4	Paul A Johnson
143CBC02	Ilya Abyzov
8592B402	Thomas Hofmann
7327F3DB	R Ledin
7DA8CF12	Marvin Minsky
80DC8F3F	Parke Godfrey
8134F226	Filippo Ricca
83F4ACAC	Ke Wang
7741E32B	Kevin Gimpel
7D782FF3	Haitao Wu
813BF473	Ethan L Miller
11E1AC25	Pankaj M Tolani
7F533709	Aaron Archer
11FDA27C	Ian Fette
852B1A54	Panagiotis G Ipeirotis
7D4D5FD2	Michael P Wellman
1E0B243C	Rebecca E Grinter
79D2B5B1	David Kotz
7FEA96DA	Sonesh Surana
779153B9	T Faucett
7DD1BB92	Pravin Bhagwat
80B6205A	P F Tsuchiya
01DE22A8	Avi Wigderson
803F1AA9	Kien A Hua
064CE498	Joe Kniss
751E9A7C	Leo J Guibas
0E3B95F3	Vagelis Hristidis
7E0CB5DF	G De Micheli
82F66EE8	Kevin Lang
85B19189	Karin Petersen
7D89E55E	Catherine Blake
7EE753E8	Carsten Lund
858CE875	Robert Morris
03844107	Francois Baccelli
7893B82F	Stephan Gschwind
7F724CDF	Magne Jorgensen
7C317A64	A K Noulas
80C66C7A	Christine M Neuwirth
84C9792A	Kimming So
7E100CE1	Eddie Kohler
76C92055	Roch Guerin
02E4DCBB	Oege De Moor
80067517	D J Moore
295791A4	Martin Kuhlemann
7D3D9E8D	M A Lopez
7F06341B	Allan M Schiffman
816EB543	Armando Fox
850E282E	R Van Der Merwe
7F84C675	Benjamin Reed
0C715FBF	Fabio Somenzi
7DACE4F2	Siddhartha R Dalal
8030E5E2	D M Arnold
8229F4A5	Dawei Tian
0E39284A	Witold Pedrycz
7D2B712C	E L Lawler
788368E8	Salvatore J Stolfo
77149A38	Gabriel Y Keung
82EBCD30	Volodya Vovk
7F8BC883	H P Barendregt
0CB20E80	Wray Buntine
7FF63713	Shinichi Satoh
7CFA73B7	James G Thompson
01253277	Sandhya Dwarkadas
80336766	Xuehua Shen
7D846B71	Sebastien Barre
80D56049	Jack A Orenstein
01C66E8C	Tevfik Bultan
7ECD193F	Tom Richardson
0E156087	Thomas F Wenisch
7B47207B	Maurice Herlihy
7F672EED	Haining Wang
83392359	Yehuda Koren
11736197	David H Hickam
8034E793	James Newsome
136C5068	Michelle J Moravan
17FFD602	Oleg M Kolesnikov
8062CC27	Takayuki Hama
7FA830F3	Zhouchen Lin
75A2704C	Patrick Stickler
7A118BAC	Kenneth D Forbus
8498B1E7	Bernhard Schoelkopf
67A29BC7	Marco Chiani
7EE68F07	M Kumar
7484C719	T R Bashkow
7D513D67	David Middleton
7864BA48	Mirella Lapata
751EF6D5	Betty Salzberg
789D4E37	Luiz Andre Barroso
7F540333	Clark Barrett
79EA6402	John C S Lui
0FEE7919	Todd D Hodes
85DB4868	Wei Li
0DB4D8DD	K K Mukkavilli
7C859F58	Daniel Jurafsky
77FE8F5C	Constantine D Spyropoulos
7E0CDF8E	Randal Burns
1480D194	Wanda J Orlikowski
84786B03	A F Laender
7FFB33C8	Kevin Walsh
84E8EC00	Burton S Kaliski
03712938	Oren Etzioni
7271F1CA	Tao Xie
85E76D6A	David Hightower
793344FC	Inderjit S Dhillon
7DFF183D	Xiaodan Song
039C6152	Bruce F Duba
7D6FA52C	Joseph Gonzalez
401FB5EF	Jay B Brockman
05E6E415	Thomas Bonald
7F60799B	Evan Herbst
7D5085AB	Matthew O Ward
1A1C07C4	Esther Kollermeier
7ACFC1D8	Eero P Simoncelli
7F4A5388	Yiming Ma
7395B71D	Romas Aleliunas
181F5B98	Li Shiuan Peh
75C9D9DE	Paul F Dietz
830AD7AE	Stuart Andrews
8461D5EC	Laurent El Ghaoui
7C6E8F7A	R Kolczynski
2913DC8B	Alberto E Cerpa
7CF3A267	Donald F Cameron
758CE887	Mahmoud Naghshineh
77841F43	Bernard Dimsdale
84D06FBD	Karim Abedmeraim
43800104	Freddy Y C Mang
7C2A8AD9	Andreas Ess
7D2A1430	Robert Kowalski
789F186F	David Wentzlaff
7B4C4903	Ueli Maurer
84182465	Luc De Raedt
811DF40B	Nathan Tuck
0E7C8F82	Lasse Overlier
7DD9DBAC	Jenny Rose Finkel
1AFA264B	Walid A Najjar
7F4C84C2	Minho Shin
85128A7E	Guru M Parulkar
83BEA3E1	Francois Felix Ingrand
7A76B9F8	Shankar Ponnekanti
7EBD8601	Cainicolas Ziegler
7C76E31F	Andrew Chichih Yao
75608E90	Li Xiong
85107C1A	Jin Huang
03208D8C	Nazanin Magharei
7CFE2621	James Allan
7B1B5D60	Peter G Harrison
7A2ECB99	Thyagarajan Nandagopal
7EAD41DA	Haibo He
0F5F6500	Vasileios Hatzivassiloglou
75D47833	Aruna Seneviratne
8158826D	Anant Agarwal
7FD072CF	Andres Albanese
7DC11EBD	Paul Royal
7D7667C1	Friedemann Mattern
808B3E41	Daniel J Klein
7AB380BC	Jason Weston
8410C6C3	S Borzsony
8297B80E	Rick Cattell
2A894186	S J Golestani
7E371946	Xiaofei Liao
80EC5B50	Saket Kaushik
7A3F6696	M N Yigitbasi
29AB9724	John Montrym
7DEF0D43	David Chaiken
7EFA6D4B	Cormac Flanagan
78AD501F	Ali Shokoufandeh
7F6480A1	S Sundararajan
76522F0D	Ronald Devore
433999DF	Maya Rodrig
7D3F97E8	Lisa Ballesteros
7D664F21	Jonathan Grudin
7EA1B673	Michael R Marty
80027F04	Mario Cagalj
5371BBB2	Hermann Sikora
7E6F96E9	James H Andrews
842E43BA	Jared Saia
7E49E4ED	Daniel Adkins
7C810B5F	Hagai Attias
8037B394	Jin Li
7E7F745B	Michael Steiner
167BB3D5	Peter Revesz
046C8DD4	Akram Aldroubi
7C5A8FD9	Yoichi Shinoda
7F15EAD1	David N Levin
76D5B5B0	Daniel Gaticaperez
85C42606	Kurt D Bollacker
82B593A5	Samuel Larsen
15A1E562	Ricardo Baezayates
7E7B748C	Douglas C Schmidt
78998846	Moshe Shadmon
7E906D50	Helen J Wang
7D463EDF	Qi Li
7DEB55E8	Noga Alon
7897DAF1	Andrew Zisserman
784B095F	Damon Wischik
8013F18F	Tadayoshi Kohno
7E2B5BD0	Gerald Cermak
26F6066B	Elisa Baniassad
7825494D	Mark L Mcauliffe
83641419	Scott E Hudson
7F09A314	Jon Doyle
74214121	Cezary Dubnicki
7B79921C	Sergio Flesca
79745805	Daniel D Gajski
753E5003	Leonard M Adleman
7D2E3C67	Cristian Constantinescu
0DF1EA43	Eytan Bakshy
84F892C2	T Von Eicken
8072DFAE	Ian Pratt
7E7EB1C0	Kai Engelhardt
83B93B42	Matthias S Muller
80768600	Gary L Miller
7D922785	Andrew Warfield
7D478D77	Andrew D Gordon
2C765714	W Habbard
6D5C6A20	David F Nagle
0826EE27	Chayant Tantipathananandh
195BE1DF	Andrew P Worthen
82EB88FD	Taeeun Kim
7D858CAF	Xiaowei Xu
844B1AD4	Michael I Schwartzbach
0F0B6939	Fred C Schweppe
119654C5	Amin Vahdat
7DA0BBD3	Chinwan Chung
80A4CFEE	Dell Zhang
7E784B4D	John Wilkes
81CCCBB1	Russell Greiner
481DBBF6	Ben Liblit
7F5D1F8A	Ravi Kumar
811DA56C	Haijie Gu
54A07336	Michael K Reiter
839A0186	Jun Luo
84A3E25B	Johan Hasted
82EAF9FD	Son Dao
5A3F8FB9	Asaf Shabtai
7FFBE78B	Robert Harper
811AA917	Mingfeng Tsai
77156838	Cees G M Snoek
812C1701	Seungyeop Han
798D6067	Christopher Pluntke
7E0A2E77	William A Gale
544DD85A	Gabriel Curio
0705805F	Christos Gkantsidis
0A6702BA	Dunja Mladenic
7BB12E96	Takeshi Sakaki
760A001E	Bjorn Ottersten
8008187F	Steve Hodges
7D4F3EF6	Bo Liz
7D9B2B75	Antonio Gonzalez
83E4C8F1	Scott A Smolka
7EAF1801	Eric Glover
75A5A981	Chris Dollin
82F2A566	Tekeo Kanade
7B21662B	Gholamhosein Sheikholeslami
7E2E3123	Steve Branson
32A894D8	Edward Cutrell
7D86CEE0	Ian Simon
82FFF889	Dimitrios Gunopulos
593AB9D7	Bartlomiej Blaszczyszyn
77F1D400	Michael D Noakes
7E12B621	A Gupta
7B31E6C6	Michael J West
776785C1	Harvey Tuch
8548F06F	Satish Rao
7CCC3C52	Rudolf Ahlswede
79D3DA80	Rogert Wattenhofer
7ED4207A	Yajin Zhou
0579B547	Georg Lausen
7D2DBFB1	David E Wilkins
6228EDE0	Marvin M Theimer
7EF15ECD	Rodney A Brooks
79041A2C	Timo Soininen
7EA13224	Nina Mishra
0AE94555	Gina Venolia
7ABA1312	Madan Jampani
7E45FF9C	Richard H Lathrop
7A6D0D81	R M Burstall
84DD1BDE	Stanisllaw Jarecki
84F959F5	David Marwood
804CB442	Bernhard Plattner
7D98871A	Rongxing Lu
1066FB82	Haluk Rahmi Topcuoglu
83665D36	Mary Baker
7DC725A7	Dennis M Ritchie
08D88DEF	Venkatesan Guruswami
7AB4CF93	David Callahan
83E154D3	Judith Stafford
7F476D25	David D Clark
847472D8	Bill Shubert
7CF21A50	Bin Ma
8093B8F8	Shu Lin
7DF27B20	Satoshi Sekine
7FD4EFE9	Fernando Pereira
110FDC44	Alberto Colorni
7E001488	Gregory M Nielson
84CA9CCE	Barend De Lange
7F2952BD	Hector Munozavila
855B56E4	Tara Small
85BEF598	Philip N Klein
801FEB0A	Xing Wei
43077759	Ken Perlin
7AB6CC31	Richard Marciano
7DEA2715	Mark Heinrich
106071C7	Pavel Shvaiko
7DE649FE	Greg Seidman
7919373A	Nachiappan Nagappan
7E700028	Yirong Xu
80C9944F	Tao Jiang
75BE6B3C	Richard A Caruana
7BA0F14E	Manfred J Pfluegl
7FAC3401	Jie Yang
0971D3BA	Behnaam Aazhang
76E95691	Steven Parker
0BC24985	Christian Freksa
7DFAB8B0	S Sengupta
5AEDB73E	Ripal Nathuji
860DA6D2	Tao Yang
7FF7DFD8	James Neufeld
0B7B5C7B	Ramesh Subramonian
7D00155B	Xiaobing Wu
7E559274	Marc Abrams
7FD23382	Mabry Tyson
690F53A7	Stephen G Pauker
13286262	Eitan Gurewitz
7FFE0C83	James W Durkin
85056B7E	Lawrence Ogorman
11FA3499	Daniel J Sorin
0F179263	Ivan Stojmenovic
80504801	Jun Zhang
04E06BB3	Robert Stets
7F0A78D1	Daryl Porter
7CA00300	G Rudisin
76257484	Kameswari Chebrolu
765C6147	Johannes Gehrke
0868FB1C	Gabriel Ghinita
7F9266EC	Thomas Seidl
82A4A48D	Sue Moon
7F196CEE	Albert R Meyer
80E778D1	Murdoch James Gabbay
2B2E17F3	Alessandro Saffiotti
7B6B822C	George Samaras
80DB787B	V Scott Gordon
863CF6A2	Anita Borg
82163D12	Jonathan K Millen
7F849E6B	Ashutosh Saxena
7FEE4DE3	Koushik Kar
862276BD	D A Forsyth
801D1468	Kingo Kobayashi
7D655793	Juliana Freire
7DA20071	Heemin Park
7D6596F6	Wenchao Zhang
7F58152F	Jerome Simeon
7D51F344	Yan Chen
7E3E0A76	Christine Moran
84EB2739	Partho Pratim Mishra
85CF93CA	Michael Benor
7EF85398	Shashank Pandit
83B2788B	M Pfender
067FD58B	Adisak Mekkittikul
7EBE6972	Simon Baker
02DE970C	Alessandro Moschitti
0EEC21DF	Jack Minker
02C273A4	Salem Benferhat
03212BA5	Claire Le Goues
7F16A3E4	Tracey Ho
77B2D74F	Gennady Medvinsky
7F502CE6	Shientai Pan
5D148440	A Shokrollah
863EED4C	Simone Paolo Ponzetto
7FCAA736	John Doyle
810900C1	Thomas R Fischer
D8864545	Hao Chen
79C61E1B	Jeffrey Semke
8244BBE6	Stanley Osher
75D4A1A5	Thomas Mensink
10E7927F	Elza Erkip
7D652691	Joy A Thomas
02F4CB04	Aleksander Kotcz
7E0FB98C	Giovanni Pacifici
807CF617	Beverly Yang
099AE06D	Serge Abiteboul
7BB28E2E	Ivana Maric
059B148E	Panagiotis G Ipeirotis
2B69EC8D	Bruno Blanchet
4C24AE34	Narayanan Sadagopan
2A312CA2	Peter Reutemann
07C2B543	Ronan Collobert
760EDC46	Stephen M Omohundro
796F2663	Henry B Strub
80267000	David J Moore
7616DBFF	Amir K Khandani
75923E7F	David R Choffnes
847E9AF0	I S Reed
0BFCA2A8	Felix C Freiling
7D3B4CD8	George Christodoulou
03C52BF4	Miron Livny
844850BF	Ehud Weinstein
744AA2CA	Nathaniel Good
77F4D615	David R Karger
0FC94792	Ron Bekkerman
7F0A1D38	Hungching Chang
806D72B3	Raphael Volz
7825CA0E	Keith Short
0166C011	Taghi M Khoshgoftaar
09B35146	Martin Tompa
7DC1C751	Peri L Tarr
84EE39B3	Laurent Jacob
86301A60	Hang Cui
7ED95D43	Sridhar Ramaswamy
79F208A8	Doug Joseph
7AF08014	Joseph Goguen
7FFA3108	Andreas Moser
8094719E	Robert P Nix
80A0BA89	Blake Ross
7D1C944B	Ellie Baker
83FCC340	Omprakash Gnawali
784512BD	David R Millen
0963BBE0	David A Maltz
7E286B9B	Wentau Yih
7B6E5110	Johannes Gehrke
7D38823D	Shankar Pal
7EC42AFC	David R Pratt
32885C70	Paul Dourish
7F15B1EF	Satish K Tripathi
7FCCE089	Emery D Berger
0C14B09D	James D Herbsleb
7CA63060	Rajesh Ranganath
0FBC3DC6	Charless C Fowlkes
7FBDB953	Sunpyo Hong
118C550E	Martin Gebser
7FF2AF05	Stephen M Blackburn
862B9EC1	Jerry R Burch
84EF97F3	Jing Zhang
4C2FCBE5	Michael Demmer
8099E893	Adam Marcus
760B160D	Jerry Kiernan
7FDB1093	Ian Smith
7D0941ED	Val King
75D11493	Gerard Verfaillie
795A76C9	Brett Stonegross
852EFD5D	Robert J Ragno
7F5D2060	Maralle J Fakhereddin
7AE7292F	Mitesh Suchak
0E99CC42	Umit V Catalyurek
78E39B7F	Raymie Stata
4C098D3A	Mark D Yarvis
75102902	Karen Aardal
7E6795F6	Hongbo Yu
822B7273	Sharad Agarwal
7D5FDA1C	John Bicket
759DDAE4	David Hoeflin
78842F88	C V Hollot
779A9FC7	Jian Xu
7BB9E6F6	Maxwell Krohn
7F73E321	Hieu Hoang
839DE4FF	Suvrit Sra
7B5B698F	John M Lucassen
7EBCD6BD	Lui Sha
8634FF01	Rafael Alonso
7F7EEB8E	Alan L Cox
0B8EC736	Marco Saerens
82A00130	Jaewoo Kang
8573311A	Kai Xing
803B18F2	Kazue Sako
7F57F337	Jungmin Park
7F23208A	Marcelo Mendoza
76D32E69	James C Dehnert
6B8A3D94	Katsushi Ikeuchi
0AC6A171	Eliseo Clementini
03318F86	Zachary G Ives
85719348	Naveen Garg
775262EE	Jacob Neal Sarvela
80C91675	Jack D Mackinlay
7DA97370	Anand Ranganathan
7747476D	Christopher Kruegel
7DEF545C	Xinyuan Wang
80EACFC4	C M Campbell
7E7B3F3F	Chris Watkins
8098DD1B	Mauricio J Serrano
7DF7971E	Antoine Mine
84ED8C6F	Martin Fischer
0176FA44	Yves Grandvalet
7DBAD034	Rebecca Hwa
8002D702	Keith H Randall
7D07B054	Willemjan Van Den Heuvel
7B3094F5	David Vallet
7EFA6E46	Jiang Lin
7F346F10	Dakshi Agrawal
7D9CD5A2	Amin Saberi
7291914C	Krister Segerberg
854790AA	Peter Henderson
84C4EB79	De Capitani Di Vimercati
4848D06F	Nachimuthu Karunanithi
7EA85499	Donghui Zhang
84D27A00	C S Ananian
7CF6DC74	Hyeonjoon Moon
848D8D85	Alex Ksikes
855D13E0	Peter Rossmanith
84A63C53	O K Goldenberg
81439CCE	Jeandaniel Zucker
7A949182	Andreas A Argyriou
84045654	David C Chapman
6C7DA572	Gilbert Syswerda
75B20343	Gaurav S Kc
83DAAB05	Stephen Schwab
7EF1EA7E	Daniel V Wilson
7F79E585	Henry Hoffmann
84835476	David A Maltz
7E087406	Simone Diniz Junqueira Barbosa
782DDBEB	Robert Ocallahan
7DB54482	Qiang Yang
7A414742	Ram Nevatia
773E91BF	John Langford
14A7CE30	Bernd Heisele
82B56279	Kenneth E Batcher
5E0C469C	Violeta Gambiroza
7B1A02BE	Nadav Harel
29E33FC3	Robert E Kraut
7D1D9836	Hongyuan Zha
810AA995	Yasemin Altun
7CB2D6DB	Paulo S L M Barreto
800CACA6	Michael B Jones
80735B1D	Bruce R Childers
78DE44D4	Roger L Haskin
79C49BF3	Justin Quek
810FBC1B	T J Tjalkens
84EC9971	S Xie
7F5735AA	Sheng Yang
7B6526B1	Thomas J Vogele
7C649EF3	Luca Salgarelli
79870AC6	Yungho Leu
79037AE8	Don Batory
7C0368DE	Tomer Hertz
0F41CBF0	Patrick G Sobalvarro
0D9DAE78	Miron Livny
7E46B5B5	Chunying Huang
7F4A631A	Michael G Burke
7540EEEF	Weimin Xiao
83D87F37	Franz Josef Och
7F38C646	Hyundong Shin
844688EE	Belle Tseng
122F7231	David Slepian
7D943B18	Ema Nemes
4A73F32E	Harshad Kasture
846016DD	Victoria C Stodden
0E1EFC30	Marios Iliofotou
80FA89FA	Matthew L Ginsberg
0FC79C17	Frank Dellaert
7F361BEA	Fei Guo
7EEEBB52	Samuel P Midkiff
7E36EA57	L J Hwang
7F280CF6	Haiming Liu
849CFC5E	Christopher Celio
1835D968	E Einahrawy
19EA9459	Uri Kanonov
7D0AF83E	S J Kim
80D9B976	John Cocke
771E2668	Hari Balakrishnan
84AE8224	Benjamin N Grosof
7D9FABD1	Henry Hoffman
