75D11493	Gerard Verfaillie
7D0BAAB1	Micah Z Brodsky
79D39442	Alexander Borgida
7E97FAF4	C S Raghavendra
0E7C8F82	Lasse Overlier
8636EE3E	Michal Rosenzvi
83D6B05F	S K Arora
7DCE27C8	Russell Hunt
7CCC3C52	Rudolf Ahlswede
7D755071	Nihar Jindal
7DF9871A	Romit Roy Choudhury
83F22CB2	Dragomir R Radev
7D3C2A13	Prathima Agrawal
75CB4B1C	Thomas Sewell
78627C32	Eric Wiewiora
7A43B1CB	John H Reif
7117E5B2	Steven E Golowich
7A1E060A	Lenore D Zuck
83E1F30E	Kun Liu
7C010DEC	Georges Dupret
80E257FF	Honghui Lu
7B50CE3E	Harpreet S Sawhney
84BA2E5B	Don Mccaule
7DAD7741	Brian T Gold
85F7969D	Santosh S Venkatesh
4BE77544	Aske Plaat
8539324C	Matthew J Beal
5371BBB2	Hermann Sikora
7A66274C	Thomas Dean
80D316C9	Michael D Smith
7CFCAFDA	Ralph C Merkle
7E48403C	Endre Boros
7D720C3B	Niranjay Ravindran
75963FBC	Stanislaw Jarecki
852D360E	Silvio Micali
76CB67F3	Aynur Abdurazik
80FB85EE	Shriram Mahabal Udupa
7D2EA588	Feng Peng
7E09866D	Bhaskaran Raman
7DED7D82	William T Freeman
6D8A2037	Elena Zheleva
8120AB0A	T W Williams
8634FF01	Rafael Alonso
809FA685	Arthur W Berger
7D3D10B4	Thomas G Price
0A875414	Tolga Tasdizen
155E85E3	Laura Granka
7D424413	Susan T Dumais
7DEE6702	X Y Hu
76D26B17	Holly Dail
17E6F481	Torsten Lodderstedt
612E12D0	Yoram Singer
7E49B0D1	Rebecca Isaacs
7821233F	Charles D Cranor
7FED96F7	Andrew Nierman
7A8097B2	A El Abbadi
7BDD3E42	H J Siegal
0BB21C9A	Saul Amarel
7DD7E6F0	Ya Zhang
80C674F3	Greg Nelson
7E51DC8A	John Canny
7CFDCCF5	K Veropoulos
7D1EE74D	Stephen Mclaughlin
28CB6C0D	Shlomi Dolev
10C79F59	Anthony Ephremides
7AEBF3AE	Robert H Deng
7D63C332	Benjamin G Zorn
842E43BA	Jared Saia
8458CEA7	Alon Halevy
84961E0B	Monica Hutchins
79DE6BDD	Konstantinos V Chandrinos
197FCF8C	David Harel
84FC9B88	Darryl Veitch
7D1F1531	Rohini K Srihari
8094E1AA	Robert W Sherman
7ADB0C0D	Brian Kulis
09603816	Marc P C Fossorier
7F5EDE94	Wengfai Wong
7A893A5A	Roland E Wunderlich
76563FF4	Shaz Qadeer
85B7A60D	Claudio Pinhanez
7D81DEA0	King Ip Lin
862E8A93	Richard Cole
2AE0BF5C	Letizia Tanca
7F1EFAFA	Siegfried Nijssen
7D6F2C89	Jianfeng Gao
8519AF8B	Elke A Rundensteiner
8256B15B	Andrew Tomkins
1329F41D	Kevin C Almeroth
805BC96F	Jon Crowcroft
7F134F03	Preetham Mysore
8096EFA8	Adam Batkin
046DA306	Laurent Eschenauer
48C345AA	Alexander Loser
808985CF	Michael Cohen
7CF9E0B2	Leslie Lamport
7E82BE51	Sarit Kraus
82C99869	Vipul Gupta
7F361BEA	Fei Guo
78C7DF9C	Yishay Mansour
851A3F71	Blake Hannaford
77CFADBA	Daniel Halperin
800099D9	Thomas Pinckney
84D40146	Scott W Meeks
0F0DCB6B	Panos Kalnis
1582D277	M Tamer Ozsu
7741E32B	Kevin Gimpel
7D3D5B50	James H Morris
7A8DCA63	Jason Rennie
7DC04245	J Stark
81C9BDB8	Prateek Jain
7F2B7325	Mayank Jain
8043052A	Kewal K Saluja
6FE8CF9A	Shumeet Baluja
788C04C8	Mark E Stickel
828CB9CB	S K Sen
855E74C3	Miklos Boda
7E41D1B1	Minqing Hu
0E49F136	Luca Compagna
827867A8	A Gomezperez
77D657D1	Victor S Sheng
863DB6A2	Elwyn R Berlekamp
7D96D69F	D D Fisher
80ABCB21	Marcel J T Reinders
80ABCB22	Erhard Rahm
15A1E562	Ricardo Baezayates
7F451AA0	Cordelia Schmid
8155C123	Marian H Nodine
7F17A3A5	Leonard Pitt
81F2EF06	Maikel Pennings
7A58ED81	Sergey Brin
7B6673B1	Jacob Ofir
84F3CC35	Vikas Kawadia
80B71A4E	Ronnie Chaiken
7E123673	Krishna Kumar
7EF685A0	Bart Selman
77ED25E0	Niranjan Ratnakar
75E4EFD7	Christian Hidber
80CAE529	N A Smith
6C0311F4	Sem Borst
8052ECFD	Pawan Goyal
79C49BF3	Justin Quek
7554CEC2	Kurt Konolige
7FB97CC1	Jacob Eisenstein
7E56E13A	Patrick Eaton
7A30F0C3	Peter Cheeseman
7DC9A1B7	Donald L Mccracken
7A264D79	Norio Katayama
856EC852	Shai Bendavid
800CD84F	David L Dill
83AEC88F	Znuowen Tu
0F429AA7	Clark Thomborson
7D1EBBD3	Kingip Lin
7C47ACE9	John E W Mayhew
8182ED39	John K Bennett
7E8F5239	Mike Woo
7D8AA805	Nicholas Hopper
7F57F337	Jungmin Park
7D78B646	Kenneth Mackenzie
813BBDC8	Chihjen Lin
7EE0DE21	Chaoming Song
7F19C8F8	Wenfei Fan
7EC8EAF6	Jeff Edmonds
018D81F3	Piero Fraternali
7E7EB65D	Masahiro Mambo
7F620AC9	Philip Bohannon
7D72091E	Henk Sips
7E1D46B2	Kathryn S Mckinley
77B91433	Marc Vilain
77AF7E26	Quan Thanh Tho
7AAA2099	V Benjamin Livshits
7D98EADA	C Mic Bowman
7F4206BB	Julian Hsu
7F925FA3	Ernest Davis
02F4CB04	Aleksander Kotcz
79066D67	Dan Brickley
597FB9C4	Jerome Euzenat
7E150CC0	Vladimir Brik
8112D072	David B Johnson
C4FB87AD	Feng Xiao
27DC61C2	Demetri Terzopoulos
7E7F84AF	Pinhan Ho
801D9C6F	R G Rastogi
78FACB2C	Dana Vantrease
77F1D400	Michael D Noakes
77A0F3EF	Eric Brill
038813DD	Engin Kirda
060261B7	Richard E Blahut
7ACC6C9A	Murray Alvin Wolinsky
7F2F9589	Michael Kass
7EB98F1E	Chuang Lin
80D2A752	Thomas Ball
7B4806D8	David J Powell
82DE9CF3	M G R Varma
0F35B7FB	Andy Bavier
79FA8DF6	Suvo Mittra
7DAFEB5D	Virginia Vassilevska Williams
7E91B8FB	Dongmei Wang
2974454D	Martin Szummer
7E352214	Mark Palmer
77CB4563	Ted Briscoe
84DCD056	Arvind Arasu
47E7FFC9	C L Liu
78FA9022	Anna R Karlin
86276AA5	Ilya Shpitser
7FFC459B	Yuchang Lu
808AA11C	Jennifer M Anderson
77C74FF7	Albrecht Schmidt
857617F5	Marlon Dumas
8634B168	Shidhartha Das
818767DD	L K
7864236E	Justin Zobel
85F7B3E8	Johan W Tangelder
7DD67237	Paul Caspi
84C8D88A	Eunjoon Cho
8053616D	Liangjie Hong
7F3CD7CA	Weiying Ma
7ABD4721	Torvald Riegel
7FB8889A	H T Kung
761E9608	Gottfried Ungerboeck
862833E1	Sean Suri
7D85F4E7	Alfred Z Spector
804F9F03	Abdur Chowdhury
8010530B	Jeff Mitchell
83A646E5	Peter Pinshan Chen
7E2F8E57	Junling Hu
7879BCA6	Dariu M Gavrila
84A74DA4	Christian Von Hardenberg
07634330	Thomas E Fuja
7DFA0C02	Adam Stoler
8450D443	Colin Potts
7C3EBE19	Thomas B Sebastian
82EBCD30	Volodya Vovk
7BB447E4	H G Barrow
8293E080	Fabrizio Petrini
79223873	Michael J Feeley
81A03078	Amar Gupta
7D98F008	Wei Han
82615ADD	Andrei Broder
0D8D509F	Claude Castelluccia
809CAD7D	Kevin S Knight
7DF82C1C	Alan C Tucker
7DAFD36E	Junshan Zhang
6746FCC8	Bruce Hajek
D77140E3	J H Kim
80FF0938	Vivek Sarkar
0428D988	Steven L Rohall
856DDE51	Ye Ding
06847F77	Omer Reingold
80654B3D	Simon Peter
7919373A	Nachiappan Nagappan
7B057548	Sean M Culhane
7FA62EDC	Matthew R Richardson
84D34E34	Brad Miller
1183B2B9	Vuk Ercegovac
7BEF43DF	Jude Shavlik
800281BF	Tseyu Yeh
7F305595	Stephen Dill
7D8A2F1D	Domenico Lembo
0B1EE9EA	Simon Litsyn
80DF191B	Martin Hirt
8537861A	M R Macedomia
80FC15B3	Xuanhieu Phan
7EE68F07	M Kumar
7E9EB2EB	Hugh C Davis
036C6C1D	J E Colgate
802CD18A	Joshua Gruenberg
7D93757E	Andrew Blake
80B5503C	Geoffrey Smith
68ACB17E	Stephen W Keckler
86392FE6	Furio Honsell
7A34AAB1	David Poole
79CF5026	Sabine Massmann
17F37D50	Maarten De Rijke
7FE35473	Geoffrey W Gates
84A9CEC4	Rolbert Tibshirani
7FB0905A	Tomi Yiu
7E189825	Jinyi Cai
7E97A72F	David Braginsky
77112B6C	Philip R Thrift
7AF25660	Nicolas Halbwachs
03C52BF4	Miron Livny
7E2ABC85	Manoj Franklin
0528B8C7	Eitan Frachtenberg
813C1B98	Alex Butler
7EABCECD	P R Kumar
7D815271	Andrea Setzer
860AA5A0	Greg Werner
7F000B28	Stefan Savage
7C96F8B8	Matthew A Watkins
81099917	Olaf Zimmermann
81A83443	Rodney W Johnson
756ABD2C	Przemyslaw Pardyak
0EB4B896	Sylvie Perreau
778982EA	David Naccache
1018B97A	Alan S Willsky
0DEB81F5	Richard A Kemmerer
8631A9A8	James H Morris
7FCF3099	E Burton Swanson
00B3EAB8	George S Avrunin
7D3C37B5	Mingyan Liu
7DE02C76	Kristian J Hammond
755B6BCE	Robert Ingria
7D1AB532	Andrew W Moore
7E60E9AC	Bahareh Sadeghi
7DC12B05	Jun Sun
0BED789D	Dino Farinacci
7F2B175F	Ramesh C Agarwal
7F734F2A	Jens Groth
816E1B66	Fabrice Boudot
7C8C6A72	Ross W Carton
8066DB86	Tolga Acar
84FACDCC	Kazuo Ohta
3D533072	Joseph Chabarek
800E76D9	Xiangchu Feng
17FFD602	Oleg M Kolesnikov
2B5530C2	Mordecai J Golin
80E22BA7	Andrew Mccallum
7F8223E4	Henrique Andrade
80895316	Robert Harper
7EA28820	David J Israel
EE0ACF23	Ting Liu
09046027	Neil R Smalheiser
74214121	Cezary Dubnicki
0A310DA1	Oliver Flege
7D7FD758	J Anderson
806738F5	Beichuan Zhang
848E49C5	Paul Martin
7D44847C	Jorge F Garza
7CA2F63C	Michael Naehrig
7C717ADF	Subhash Khot
84A10B45	Mahesh Aia
7DD1B583	Siddharth Patwardhan
7D7331AF	Xiaopeng Xiong
84842521	Murat Kantarcioglu
78B4AFE7	Nizar Habash
85754044	Koby Crammer
768D1357	Heather Woll
75803255	Avraham Shinnar
7F3D56BD	Sailesh Krishnamurthy
7EEB746D	Luca De Alfaro
5B80B883	W E L Grimson
7F03EEED	Clair Webb
81342A2C	Kohei Honda
760EDC46	Stephen M Omohundro
801D1468	Kingo Kobayashi
79624137	Adrienne Porter Felt
7D31C306	Darrell C Anderson
2AADFD6A	Shlomo Shamai
84B44B52	Jasson D M Rennie
7D2F0D36	Rakesh Agrawal
80118A6B	David L Waltz
7E2A3F94	John C Platt
78E40ADD	George Z Chrysos
03F0AA6E	Max J Egenhofer
12083DFA	Naga K Govindaraju
809FC114	Dongming Liang
7F66E8D9	Cormac Flanagan
26DC0E03	Scott A Vanstone
8061F427	Martin Casado
7D8B45C8	Robert Morris
09312738	Amar Phanishayee
7E700028	Yirong Xu
70FCAE9F	Seth Hollar
0360166C	Hariharan Rahul
7765FA2E	Balachander Krishnamurthy
7CE65CB3	James Eric Tilton
7F1DB547	Reid G Smith
7766DF3D	Ondej Bojar
81364FFD	Dieter Pfoser
74B94242	Walker Royce
86288E43	Francesco Bonchi
7F148316	Matthew W Lewis
142C4932	Baltasar Beferulllozano
80BEA122	William A Gardner
7F79E585	Henry Hoffmann
80A062AA	Monirul Sharif
059B148E	Panagiotis G Ipeirotis
6FD35DDD	Harry C Forsdick
2493BB28	Kathleen Mckeown
0BD8811E	Omid Etesami
84AFB36B	Jm Merolla
84FDC2DF	Taemin Kim
798817C1	Jeff Sidell
7EB85BB4	M Hsu
0EFDAC7A	Casimir A Kulikowski
7F2A79CD	Narinder Kapur
812260C6	S C Hui
1203A432	Jacob Burbea
771D888E	David H Wolpert
8553002F	Y K Ng
1272D3CE	Daphna Weinshall
85889F60	Xuedong Chen
7D5E8147	Richard E Moore
7D021C92	Jeff Magee
863CF6A2	Anita Borg
78D9FC35	Pat Langley
0A70DA66	Joann J Ordille
7E317240	Anand Seshadri
82B1672E	Songqing Chen
2972FEB7	Jeffrey D Ullman
85B027A4	J K Lenstra
7DE678A6	Lawrence G Votta
8113B359	Ada Waichee Fu
7F95FA94	Sunil P Khatri
7DE45239	Courtney D Corley
7E660D8F	Craig Saunders
77293448	William Enck
7EDE78C7	J J Jr Butler
811F4DCC	Gitanjali Swamy
04ADAFF5	Uri Zwick
7ABD7E5B	James R Schatz
7E532AFA	Vinayaka Pandit
84189322	Walt Melo
7CFB8A8F	Jeanphilippe Vert
10905C73	Bernhard E Boser
7F935B75	Dorothea Wagner
7C5A7E88	Henning Schulzrinne
7F53E31E	Partha P Bhattacharya
7D875492	Richard M Stallman
7CDD6830	Henry D Pfister
76DD5168	Gary William Flake
7C3DF229	Enhui Yang
7F3F7105	Miguel A Rodriguez
7E9A1AE1	David Jensen
015D47FF	George Danezis
468BA1A6	Wenmei W Hwu
7CE6864F	Abolfazl S Motahari
7A308C5E	Jayanth Srinivasan
784C8E60	Nick Mathewson
8500525F	Sanjay Rao
824695EB	George L Turin
77A8B0F1	Gideon Schaller
ECF1714F	John Shawetaylor
75874D51	Barbara Kitchenham
7F07FC09	Brent Waters
7649035B	George Kollios
841783BA	Miriam R L Petruck
2836BC11	U C Fiebig
8072C33E	Samuel T King
84B92B92	Michael Franklin
12B12909	Zografoula Vagena
7DE2FFFB	Greg Thiel
7667592D	Gordon Linoff
7628D187	David C Marr
7DD52D07	Jue Wang
79E877D6	Carl Kesselman
791D05BF	Ruslan Salakhutdinov
79D3DA80	Rogert Wattenhofer
7F9B2152	Sergio Soares
8471E458	Thomas Ball
00051A7F	Manuel Calimlim
77C325D9	Eva Tardos
84826C27	Jana Van Greunen
7CC6B858	Ian Sommerville
84F09A45	James W Modestino
7EC42720	Monica Croucher
0229AF1E	Todd K Leen
81322D53	P Anandan
7D470804	Hideki Imai
29E33FC3	Robert E Kraut
7FDA9302	Dechang Chen
7CF67165	Andrew T Campbell
7E0901CF	Wei Dai
86363E7F	Charles Reis
80D38E23	Nanning Zheng
146734E8	Olga Kouchnarenko
8480CD16	Tuananh Do
A4D10CAF	Ren Wang
0DFFD556	Gregory Piatetskyshapiro
79FF7B9B	Leonard Shapiro
75698521	Usama Fayyad
7FEF0C25	Yuchee Tseng
7B29C072	A S Holevo
7822D923	Benjamin C M Fung
7CFA76F5	Khaled Harfoush
81B26536	Jussara Almeida
7ED99EA1	Yue Cao
7FC0FA4B	Marvin H Solomon
7FCB2455	P Perez
78CEA6E5	Adam Sah
742F1E4A	Margarita Chli
8164B4D2	Xiaoyue Wang
4912194C	Norman M Delisle
8617BB39	Jacobo Valdes
80D43E9C	Eitan Yaakobi
7DC9EF2C	Jens Kruger
83E154D3	Judith Stafford
8568CB91	Flip Korn
14CCBD42	Shlomo Zilberstein
7C82B6D5	Uri Feige
093BF2F8	Babak Hassibi
787FD25B	Candace L Sidner
80152511	Thomas Anderson
84B3C2CC	N Christianini
80C16328	Michael Jennings
80509AFE	Chengxiang Zhai
8084E5CD	Rakesh Kumar
782618CB	Keinosuke Fukunaga
7D3BB506	Roberto J Bayardo
816D6563	Andrew M Ladd
7CF26B06	Chao Liu
7EF98F64	Timothy Sherwood
7580E43C	Keith J Holyoak
81674A06	Stefan Savage
2913DC8B	Alberto E Cerpa
84FA4C2C	Xiaohua Liu
832DFF27	Jacob Bergsma
8569D234	Kihong Park
7D85BDAD	Hawoong Jeong
79FC7641	Eduard Hovy
81220118	Devavrat Shah
7C0FCBB5	Yoav Zibin
0A90B8AF	Hanna M Pasula
78F3983A	H Vincent Poor
86279437	Sanjoy Paul
7D0E0FEB	Gaurav Sharma
7D1387C8	Doug Burdick
0E26BDB3	Hector Garciamolina
81ED4FD2	Georg Lausen
821EA149	Munish Gupta
84A7F2D4	Benjamin Lee
7F74E235	Peyman Oreizy
861F4AE2	Aggelos Vlavianos
285BDA61	Krste Asanovic
80DAD05B	Noam Shental
07FF061A	Yiannakis Sazeides
7E5D42AB	Pierre Wolper
7E5E30B7	Neal Davis
780749F3	Stephane Ducasse
5AE63953	Regina Rosaleshain
856049C7	Shaul Dar
7EF85398	Shashank Pandit
84BDE23F	Abraham Flaxman
7CEAB3B4	Dener Carlos Reis
815FC807	Lingqiao Liu
7F6C461D	Yimin Wang
7ED7D1A9	Subhabrata Sen
04F3746C	Robert J Mceliece
7AE1DB25	Kolmogorov
01DD01F0	Yannis Theodoridis
7E708154	Ella Bingham
7D4465C7	Daniel B Klein
80677DEE	P Krishnan
85A9C768	Charles Clarke
08BF3BB3	Gary Marchionini
1418005E	Liam Bannon
7C857356	Srikanth Kandula
80D3911C	Glenn Shafer
26013D85	Konstantina Papagiannaki
79263A16	Ryan Huebsch
801C7904	Jade Goldstein
81142704	Preetam Kumar
79FC8269	Roger Dingledine
75CF166E	L J Osterwell
02A1FDD8	Jayant R Haritsa
82FD41B1	A V Lugt
785FA596	Frederick Jelinek
83062421	M S Corson
74E8975E	Dumitru Erhan
7DF53C99	Marten Van Dijk
20F364E5	Dengguo Feng
17A8A213	Richard B Scherl
80D69623	Hiroaki Inoue
7DE9F65A	Ralph D Hill
7D5942C1	Yang Qu
1497A534	Masatoshi Okutomi
84F2E211	Michael De Rosa
1696D5FA	M Frans Kaashoek
5ACAEB03	Cameron Mcnairy
7D528174	Stephen B Wicker
7E03270D	Hoang Nguyen
8189C2EC	John E Shore
7F16A2AD	Stephen G Wilson
7F09A314	Jon Doyle
80CFDD89	Mohammad Mahdian
7E19205B	Sumeet Singh
806F4690	Josep Torrellas
53EB194C	Edoardo M Airoldi
78DA9A43	Hari Balakrishnan
80C5C642	Shekhar Borkar
7D5E89FB	Brian C Williams
043F9922	Terry E Weymouth
7CE2A13D	Deborra Zukowski
7CECFE4E	Bill Howe
84C6F555	Dino Dai Zovi
7AABE196	Jeanette Blomberg
7FEC7889	Colleen Shannon
4D25EB8A	Ralf Herbrich
84D26483	Zoran Nikoloski
798A913D	Iddo Drori
7E856D9C	D Stott Parker
7DAA622E	Asfandyar Qureshi
7F16A3E4	Tracey Ho
75456E3C	Shane Ryoo
2605C288	David Haussler
80EE9E6C	Stephanie Lindsey
8639102D	Honghai Do
7C3377CC	Henrik Stewenius
7DDD3570	Helen G Cobb
860B5763	Weifeng Su
7E71AB8C	Bharat Bhargava
814AB8CF	Anna Bosch
8487C6A6	Steven Osman
7CF3A267	Donald F Cameron
26912D83	Luca Maria Gambardella
7C09FE2E	Alexander Zelikovsky
8525938D	Shuchi Chawla
71CE25B9	Gordon W Paynter
7E1F5F21	Tom Pierce
7DA2223E	Evren Sirin
80EB362B	Keith I Farkas
8365F328	Gilad Zlotkin
84A4DAF6	Tappen
805AB7F5	Jim Zelenka
8284101C	Neal Cardwell
813031A4	Chris Dodd
77C0F162	Paul Barham
7E0A0686	Christopher D Chambers
80D7B75F	Joe Warren
80504801	Jun Zhang
7EF3D39B	Judy Hoffman
78DF9C8B	Abdolhossein Esfahanian
81192988	Philip Mackenzie
7E5DBD95	Zonghuan Wu
19CAB2DA	Scott E Fahlman
7D5C3E93	Lin Cai
7DF424A9	Gustavo Rossi
7EA752AE	Robert Morris
7E028244	V De Silva
7D8A68CE	Rama Chellappa
7F1941A2	Manuel E Benitez
6CF4C830	Steven W Mclaughlin
7F0A0410	Colleen Shannon
07C370A7	Chris Volinsky
0C345745	John R Nickolls
7E4F87EF	Daniel Shawcross Wilkerson
84D3702F	Robert Kowalski
7EB5225E	Willi Meier
8598F5CC	Madanlal Musuvathi
85C436F8	Jian Li
6FABED11	Georg Gottlob
811DA56C	Haijie Gu
85E167D0	Damon Mccoy
844850BF	Ehud Weinstein
9A1D6F8C	Y Kang
80918D59	Stephen A Edwards
77482B54	Steven R Kleiman
85F10FE3	Francine Chen
78988375	Emily Blem
07974624	Patrick L Combettes
7E0C04F4	Feng Bao
15B8A273	M Muralikrishna
8499D707	Robert L Cook
7F5ECA9B	Mariepierre Jolly
7A0838AF	Sheila Mcilraith
75B20343	Gaurav S Kc
850F4878	J Hennesey
7FBC07D5	Linli Xu
7F70E798	Anirban Dasgupta
7F94E5D4	Jaideep Srivastava
79890282	Erin Renshaw
014F4E91	Bernard D Adelstein
84223612	Lifeng Lai
2867AAB6	Kobbi Nissim
7F253F64	Jeffrey Fd Dean
8066C40B	Nicky Kern
80856B66	Salim Hariri
6B260DD4	Thomas Risse
032B7947	Guido Montorsi
85E6AD9E	Sayali Kulkarni
7E7C45F5	Chinggung Liu
862EE587	Ying Zhang
796A001E	David Apfelbaum
7F66A857	Gang Qu
7F0BBFE0	Roger Grosse
7DA9F77E	Robert W Heath
7CD20822	Alex Abenathar Kipman
7E001488	Gregory M Nielson
003A4770	Andreas Pamboris
8391DDB2	Parthasarathy Ranganathan
7EC23A14	Allen Newell
7946B8C4	Dragos Niculescu
7F020024	Dana H Ballard
7D25668F	Leefang Wei
7A5B66DC	Hiroyuki Kurino
839BE448	Wei Huang
7DB5143F	Vandi Verma
789D4E37	Luiz Andre Barroso
76620953	Raul Etkin
7F48F6FD	Martha Palmer
850CA3D9	Paul Chow
7DF00CE9	Dahming Chiu
103121B4	Ferhat Khendek
7935AD58	Brian Falkenhainer
7F849E6B	Ashutosh Saxena
80772DD9	Edwin Bonilla
84965CAF	T Yurek
810143A6	Yasuhiro Endo
7D715EAA	Fan Chung
83392359	Yehuda Koren
751EF6D5	Betty Salzberg
7550C5C8	Didier Dubois
7EAC66AE	Brooke Cowan
7CF6FB6F	Robert B Miller
85928471	Weibo Gong
78B27597	Rueylung Hsiao
4E81773D	Frans Kaashoek
119654C5	Amin Vahdat
581DE95E	Alessandro Cimatti
7A15642A	Ronald P Loui
76D36E2D	Luis A Lastras
84DF941E	Heng Wang
805B2AD9	Luigi Di Caro
80C2E87C	Matthew S Crouse
7F7625C9	Jason Yeong Zien
8249387A	Alain Faivre
7D2A9DCF	Matthew J Rutherford
795A76C9	Brett Stonegross
81A7EE16	Kulis B Sra S
75BE6B3C	Richard A Caruana
0EBFC313	Thomas Kailath
7872AF8B	James Bergstra
77D8BC88	Ondrej Chum
814DD45A	Silvana Castano
853797AD	Carlos Pacheco
7E4FB136	David Hansel
7D0302E6	Jacques Stern
28C1CEDC	Pavel Zezula
0427CEA2	Steven J Bradtke
746DF370	L Masinter
7DE5AA85	Stewart W Wilson
7D8CF13C	Albert Greenberg
7EB40B80	Brian A White
5D007AB1	E P Pighin
76681259	Wolftilo Balke
75423797	Joachim Bayer
7E83493D	Steven Minton
7EB5247F	Xing Xie
7CDDE7E6	Yvo Desmedt
7FCE5B06	Pattie Maes
000467D6	Conrad H Ziesler
8107BB6B	Sally Floyd
54BC5876	Roser Sauri
7EF9A66F	Sachin Katti
7CE570E1	Vigyan Singhal
80E2F670	Rene L Cruz
84ED9E00	Zisserman
75A5A981	Chris Dollin
7F676C3C	Cesare Pautasso
855815E4	Milind Tambe
7EC3A4A3	Kevin J Lang
84F959F5	David Marwood
140C5B08	Nikos C Kyrpides
7D382163	Anujan Varma
77DF520D	Vasanth Philomin
7E934B05	Xiang Ji
7FFBE78B	Robert Harper
8149BB0E	Itay Meiri
7A2467E8	Ioannis Konstas
84A3E25B	Johan Hasted
7D5FDA1C	John Bicket
8118A410	Michael E Tipping
707F48B8	Sebastian Nowozin
8229F4A5	Dawei Tian
7C1CB342	Mark Smotherman
7E9F2758	Kunal Verma
855CF0FD	Matthew Arnold
80795691	Enrique V Carrera
80914760	Herve Da Costa
0230A344	John Wroclawski
7D405383	Sajal K Das
28697F4E	Richard J Lipton
7D4360C8	M Stadler
84DCC609	Guangyuan Wu
77FC183C	John B Lowe
29AFE035	Alex Sprintson
8138E6BB	Yao Wang
282A160E	Michael Beigl
2A038321	Hamid Pirahesh
8004E3EA	Louis E Rosier
8556D930	Fang Liu
7FB4E718	Yosi Mass
7558ACB4	Matthew Finifter
7C0A2E88	Louis Salvail
79342E21	Alexandra Boldyreva
787BF689	Torsten Grust
84862C6D	Mori
7F60F4B1	Paolo Costa
28365E4D	Victor Markowitz
7D00155B	Xiaobing Wu
7D4B9B8D	Cory Reina
2BEF3CDD	Henry M Levy
82C37D47	Oliver Spatscheck
2033A8CD	Whitfield Diffie
83DDBCB0	Pattie Maes
85590694	Aruna Balasubramanian
844BB5CA	Wei Tang
769CC467	Richard Szeliski
7E282E89	Janet L Wiener
752FF1FF	Reid Priedhorsky
7E508397	Gerhard Strube
7E529F4C	Steve Whittaker
80BAA7B0	Yanhong Zhai
0F8B6C96	Paul R Carini
7DF9B55E	Shawn Laubach
8098E828	Shigenori Uchiyama
100D44C3	David L Tennenhouse
7FB13388	Seongkwan Kim
79D2B5B1	David Kotz
7FCE93F1	Peter E Hart
7E907886	Chunnam John Yu
7F51AF09	Robert C Moore
784DC91E	D Gollman
047A4455	Donald F Stanat
03E2FF6E	Patrice Abry
7756C734	Adam Baumberg
7D279314	Hui Zhang
7E0B4790	Yihkuen Tsay
7DC5686A	Raymond Reiter
7D8EE428	Claude Delobel
5B3A4348	Jan Scheffczyk
745BDEDD	Parosh Aziz Abdulla
7F437379	Collin F Baker
7E5DB6AC	Merrick L Furst
7FC39EA1	Jude A Rivers
77E92207	Taesuk Kim
7E38E131	Roberto Cipolla
751D482A	David Bindel
8120DBDB	Nevin Heintze
7626FE78	Bjorn Knutsson
0DAF02FF	Claire Cardie
816003BE	David Evans
7F417DB0	Wayne F Boyer
856A8A20	Jayavel Shanmugasundaram
10E31A67	Laurent Mauborgne
7F196CEE	Albert R Meyer
7F63D0DA	Owen Cooper
8450B595	Dieter Fox
7F0BFBCC	Peter L Hammer
75E939E4	J C Palencia
80238362	Javier Esparza
7961E226	Robert Gorke
7D6677E9	Bijit Hore
7D1FE4C6	Jiangchuan Liu
7E08FBE6	Anthony D Joseph
8311D172	Christos Faloutsos
7F327A66	Zhuowen Tu
7EA0CDC9	Daniel Feinberg
7689449D	Peterpike Sloan
80248B65	Divesh Srivastava
06C73FE9	Dariush Divsalar
8193EE1E	Bratin Saha
84FD8EE3	Jeffrey Boase
7EDA797A	Klaus Becker
75545F28	Nitin H Vaidya
7DF33A3E	Mingfai Wong
837FF6C9	Olivier Chapelle
7D6E9EF4	Andrew Y Ng
7D8CC385	Greg Fu
857F5F12	Shmuel Safra
7572D13D	Richard Szeliski
2FD4A371	Ben Krose
1094A75A	Robert E Schapire
4A551CE8	David Hovemeyer
857A0E3D	Richard Turner
79CB7956	David E Sigeti
8472D4FF	P D Johnson
7DB082EB	Balaji Prabhakar
863D2F7B	Drew Mcdermott
7D389768	Duo Zhang
7A9E11C2	Mohammad Amin Shokrollahi
790E4026	John A Stankovic
80B8EEBD	Stephanie Forrest
7E5F4E96	W W Peterson
7F90A006	Richard Fromm
240DF14F	Christopher G Atkeson
7642147B	Karsten Schwan
77B7A9E4	Adam Farquhar
7C267C1C	Brian Scassellati
814DA0EC	Marti A Hearst
4C2FCBE5	Michael Demmer
D8864545	Hao Chen
7E9E7340	Gary Marsden
814D9260	Yanlei Diao
7C9B3F83	Joseph J Boutros
828E59F1	Yutu Liu
7A50B594	Philip Levis
756C154A	Tarek Abdelzaher
7F14B519	Haewoon Kwak
7FC97C44	Mohsen Jamali
80390097	Alon Y Levy
83799DF3	Peter Meer
8008836B	Th Hubert Chan
7CB9C8C0	Paramvir Bahl
7E9C3C45	Shuaiwen Song
0BBC892C	Radhika Gowaikar
797CDF8D	Nick Feamster
